tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_000140-T1_mrna	gene-CEP52_000140	498.326	502.439	498.43	513.442	502.267	497.311	500.799	496.283	500.9	503.281	502.005	504.959	505.984	500.255	510.819	498.312
CEP52_000141-T1_mrna	gene-CEP52_000141	552.326	556.439	552.43	567.442	556.267	551.311	554.799	550.283	554.9	557.281	556.005	558.959	559.984	554.255	564.819	552.312
CEP52_000142-T1_mrna	gene-CEP52_000142	447.326	451.439	447.43	462.442	451.285	446.311	449.799	445.283	449.9	452.281	451.005	453.959	454.984	449.255	459.819	447.312
CEP52_000143-T1_mrna	gene-CEP52_000143	1020.298	1024.439	1020.43	1035.442	1024.267	1019.311	1022.799	1018.283	1022.9	1025.281	1024.005	1026.959	1027.984	1022.255	1032.819	1020.312
CEP52_000145-T1_mrna	gene-CEP52_000145	495.326	499.439	495.43	510.442	499.267	494.311	497.799	493.283	497.9	500.281	499.005	501.959	502.984	497.255	507.819	495.312
CEP52_000146-T1_mrna	gene-CEP52_000146	870.298	874.439	870.43	885.442	874.267	869.311	872.799	868.283	872.9	875.281	874.005	876.959	877.984	872.255	882.819	870.312
CEP52_000147-T1_mrna	gene-CEP52_000147	1320.298	1324.439	1320.43	1335.442	1324.267	1319.311	1322.799	1318.283	1322.9	1325.281	1324.005	1326.959	1327.984	1322.255	1332.819	1320.312
CEP52_000148-T1_mrna	gene-CEP52_000148	4200.298	4204.439	4200.43	4215.442	4204.267	4199.311	4202.799	4198.283	4202.9	4205.281	4204.005	4206.959	4207.984	4202.255	4212.819	4200.312
CEP52_000149-T1_mrna	gene-CEP52_000149	3756.298	3760.439	3756.43	3771.442	3760.267	3755.311	3758.799	3754.283	3758.9	3761.281	3760.005	3762.959	3763.984	3758.255	3768.819	3756.312
CEP52_000150-T1_mrna	gene-CEP52_000150	1362.298	1366.439	1362.43	1377.442	1366.267	1361.311	1364.799	1360.283	1364.9	1367.281	1366.005	1368.959	1369.984	1364.255	1374.819	1362.312
CEP52_000151-T1_mrna	gene-CEP52_000151	789.298	793.439	789.43	804.442	793.267	788.311	791.799	787.283	791.9	794.281	793.005	795.959	796.984	791.255	801.819	789.312
CEP52_000152-T1_mrna	gene-CEP52_000152	756.298	760.439	756.43	771.442	760.267	755.311	758.799	754.283	758.9	761.281	760.005	762.959	763.984	758.255	768.819	756.312
CEP52_000153-T1_mrna	gene-CEP52_000153	1365.298	1369.439	1365.43	1380.442	1369.267	1364.311	1367.799	1363.283	1367.9	1370.281	1369.005	1371.959	1372.984	1367.255	1377.819	1365.312
CEP52_000154-T1_mrna	gene-CEP52_000154	528.326	532.439	528.43	543.442	532.267	527.311	530.799	526.283	530.9	533.281	532.005	534.959	535.984	530.255	540.819	528.312
CEP52_000155-T1_mrna	gene-CEP52_000155	1029.298	1033.439	1029.43	1044.442	1033.267	1028.311	1031.799	1027.283	1031.9	1034.281	1033.005	1035.959	1036.984	1031.255	1041.819	1029.312
CEP52_000156-T1_mrna	gene-CEP52_000156	462.326	466.439	462.43	477.442	466.284	461.311	464.799	460.283	464.9	467.281	466.005	468.959	469.984	464.255	474.819	462.312
CEP52_000157-T1_mrna	gene-CEP52_000157	354.411	358.496	354.581	369.442	358.396	353.819	356.799	352.379	356.9	359.281	358.4	360.959	361.984	356.255	366.819	354.355
CEP52_000158-T1_mrna	gene-CEP52_000158	1449.298	1453.439	1449.43	1464.442	1453.267	1448.311	1451.799	1447.283	1451.9	1454.281	1453.005	1455.959	1456.984	1451.255	1461.819	1449.312
CEP52_000159-T1_mrna	gene-CEP52_000159	882.298	886.439	882.43	897.442	886.267	881.311	884.799	880.283	884.9	887.281	886.005	888.959	889.984	884.255	894.819	882.312
CEP52_000160-T1_mrna	gene-CEP52_000160	1401.298	1405.439	1401.43	1416.442	1405.267	1400.311	1403.799	1399.283	1403.9	1406.281	1405.005	1407.959	1408.984	1403.255	1413.819	1401.312
CEP52_000161-T1_mrna	gene-CEP52_000161	4518.298	4522.439	4518.43	4533.442	4522.267	4517.311	4520.799	4516.283	4520.9	4523.281	4522.005	4524.959	4525.984	4520.255	4530.819	4518.312
CEP52_000162-T1_mrna	gene-CEP52_000162	1116.298	1120.439	1116.43	1131.442	1120.267	1115.311	1118.799	1114.283	1118.9	1121.281	1120.005	1122.959	1123.984	1118.255	1128.819	1116.312
CEP52_000163-T1_mrna	gene-CEP52_000163	585.298	589.439	585.43	600.442	589.267	584.311	587.799	583.283	587.9	590.281	589.005	591.959	592.984	587.255	597.819	585.312
CEP52_000164-T1_mrna	gene-CEP52_000164	1299.298	1303.439	1299.43	1314.442	1303.267	1298.311	1301.799	1297.283	1301.9	1304.281	1303.005	1305.959	1306.984	1301.255	1311.819	1299.312
CEP52_000165-T1_mrna	gene-CEP52_000165	900.298	904.439	900.43	915.442	904.267	899.311	902.799	898.283	902.9	905.281	904.005	906.959	907.984	902.255	912.819	900.312
CEP52_000166-T1_mrna	gene-CEP52_000166	390.37	394.449	390.454	405.442	394.315	389.311	392.799	388.283	392.9	395.281	394.005	396.959	397.984	392.255	402.819	390.312
CEP52_000167-T1_mrna	gene-CEP52_000167	483.326	487.439	483.43	498.442	487.284	482.311	485.799	481.283	485.9	488.281	487.005	489.959	490.984	485.255	495.819	483.312
CEP52_000168-T1_mrna	gene-CEP52_000168	522.326	526.439	522.43	537.442	526.267	521.311	524.799	520.283	524.9	527.281	526.005	528.959	529.984	524.255	534.819	522.312
CEP52_000169-T1_mrna	gene-CEP52_000169	750.298	754.439	750.43	765.442	754.267	749.311	752.799	748.283	752.9	755.281	754.005	756.959	757.984	752.255	762.819	750.312
CEP52_000170-T1_mrna	gene-CEP52_000170	72.711	74.652	72.975	79.558	72.753	73.025	76.47	70.878	78.593	73.202	75.25	76.717	77.084	74.765	75.716	71.356
CEP52_000173-T1_mrna	gene-CEP52_000173	378.375	382.464	378.466	393.442	382.315	377.623	380.799	376.283	380.9	383.281	382.005	384.959	385.984	380.255	390.819	378.312
CEP52_000174-T1_mrna	gene-CEP52_000174	2046.298	2050.439	2046.43	2061.442	2050.267	2045.311	2048.799	2044.283	2048.9	2051.281	2050.005	2052.959	2053.984	2048.255	2058.819	2046.312
CEP52_000175-T1_mrna	gene-CEP52_000175	516.326	520.439	516.43	531.442	520.267	515.311	518.799	514.283	518.9	521.281	520.005	522.959	523.984	518.255	528.819	516.312
CEP52_000176-T1_mrna	gene-CEP52_000176	2307.298	2311.439	2307.43	2322.442	2311.267	2306.311	2309.799	2305.283	2309.9	2312.281	2311.005	2313.959	2314.984	2309.255	2319.819	2307.312
CEP52_000177-T1_mrna	gene-CEP52_000177	1047.298	1051.439	1047.43	1062.442	1051.267	1046.311	1049.799	1045.283	1049.9	1052.281	1051.005	1053.959	1054.984	1049.255	1059.819	1047.312
CEP52_000178-T1_mrna	gene-CEP52_000178	906.298	910.439	906.43	921.442	910.267	905.311	908.799	904.283	908.9	911.281	910.005	912.959	913.984	908.255	918.819	906.312
CEP52_000179-T1_mrna	gene-CEP52_000179	1497.298	1501.439	1497.43	1512.442	1501.267	1496.311	1499.799	1495.283	1499.9	1502.281	1501.005	1503.959	1504.984	1499.255	1509.819	1497.312
CEP52_000180-T1_mrna	gene-CEP52_000180	68.325	70.027	68.478	74.596	68.107	68.502	70.676	66.197	72.674	69.134	70.789	71.81	71.508	71.055	70.058	67.058
CEP52_000181-T1_mrna	gene-CEP52_000181	981.298	985.439	981.43	996.442	985.267	980.311	983.799	979.283	983.9	986.281	985.005	987.959	988.984	983.255	993.819	981.312
CEP52_000182-T1_mrna	gene-CEP52_000182	2439.298	2443.439	2439.43	2454.442	2443.267	2438.311	2441.799	2437.283	2441.9	2444.281	2443.005	2445.959	2446.984	2441.255	2451.819	2439.312
CEP52_000183-T1_mrna	gene-CEP52_000183	1938.298	1942.439	1938.43	1953.442	1942.267	1937.311	1940.799	1936.283	1940.9	1943.281	1942.005	1944.959	1945.984	1940.255	1950.819	1938.312
CEP52_000184-T1_mrna	gene-CEP52_000184	1872.298	1876.439	1872.43	1887.442	1876.267	1871.311	1874.799	1870.283	1874.9	1877.281	1876.005	1878.959	1879.984	1874.255	1884.819	1872.312
CEP52_000185-T1_mrna	gene-CEP52_000185	1782.298	1786.439	1782.43	1797.442	1786.267	1781.311	1784.799	1780.283	1784.9	1787.281	1786.005	1788.959	1789.984	1784.255	1794.819	1782.312
CEP52_000186-T1_mrna	gene-CEP52_000186	933.298	937.439	933.43	948.442	937.267	932.311	935.799	931.283	935.9	938.281	937.005	939.959	940.984	935.255	945.819	933.312
CEP52_000187-T1_mrna	gene-CEP52_000187	1311.298	1315.439	1311.43	1326.442	1315.267	1310.311	1313.799	1309.283	1313.9	1316.281	1315.005	1317.959	1318.984	1313.255	1323.819	1311.312
CEP52_000188-T1_mrna	gene-CEP52_000188	1980.298	1984.439	1980.43	1995.442	1984.267	1979.311	1982.799	1978.283	1982.9	1985.281	1984.005	1986.959	1987.984	1982.255	1992.819	1980.312
CEP52_000189-T1_mrna	gene-CEP52_000189	744.298	748.439	744.43	759.442	748.267	743.311	746.799	742.283	746.9	749.281	748.005	750.959	751.984	746.255	756.819	744.312
CEP52_000190-T1_mrna	gene-CEP52_000190	1797.298	1801.439	1797.43	1812.442	1801.267	1796.311	1799.799	1795.283	1799.9	1802.281	1801.005	1803.959	1804.984	1799.255	1809.819	1797.312
CEP52_000191-T1_mrna	gene-CEP52_000191	1665.298	1669.439	1665.43	1680.442	1669.267	1664.311	1667.799	1663.283	1667.9	1670.281	1669.005	1671.959	1672.984	1667.255	1677.819	1665.312
CEP52_000192-T1_mrna	gene-CEP52_000192	642.298	646.439	642.43	657.442	646.267	641.311	644.799	640.283	644.9	647.281	646.005	648.959	649.984	644.255	654.819	642.312
CEP52_000193-T1_mrna	gene-CEP52_000193	1356.298	1360.439	1356.43	1371.442	1360.267	1355.311	1358.799	1354.283	1358.9	1361.281	1360.005	1362.959	1363.984	1358.255	1368.819	1356.312
CEP52_000194-T1_mrna	gene-CEP52_000194	996.298	1000.439	996.43	1011.442	1000.267	995.311	998.799	994.283	998.9	1001.281	1000.005	1002.959	1003.984	998.255	1008.819	996.312
CEP52_000195-T1_mrna	gene-CEP52_000195	867.298	871.439	867.43	882.442	871.267	866.311	869.799	865.283	869.9	872.281	871.005	873.959	874.984	869.255	879.819	867.312
CEP52_000196-T1_mrna	gene-CEP52_000196	2802.298	2806.439	2802.43	2817.442	2806.267	2801.311	2804.799	2800.283	2804.9	2807.281	2806.005	2808.959	2809.984	2804.255	2814.819	2802.312
CEP52_000197-T1_mrna	gene-CEP52_000197	414.326	418.439	414.431	429.442	418.315	413.311	416.799	412.283	416.9	419.281	418.005	420.959	421.984	416.255	426.819	414.312
CEP52_000198-T1_mrna	gene-CEP52_000198	483.326	487.439	483.43	498.442	487.284	482.311	485.799	481.283	485.9	488.281	487.005	489.959	490.984	485.255	495.819	483.312
CEP52_000199-T1_mrna	gene-CEP52_000199	211.782	215.736	212.185	226.138	215.434	212.4	215.274	210.049	217.097	215.732	214.654	218.064	220.219	218.15	222.819	211.648
CEP52_000200-T1_mrna	gene-CEP52_000200	714.298	718.439	714.43	729.442	718.267	713.311	716.799	712.283	716.9	719.281	718.005	720.959	721.984	716.255	726.819	714.312
CEP52_000201-T1_mrna	gene-CEP52_000201	408.333	412.444	408.431	423.442	412.315	407.311	410.799	406.283	410.9	413.281	412.005	414.959	415.984	410.255	420.819	408.312
CEP52_000202-T1_mrna	gene-CEP52_000202	273.759	277.766	274.034	288.655	277.623	273.406	277.154	271.889	275.9	278.281	277.4	279.959	280.984	275.255	285.819	273.664
CEP52_000203-T1_mrna	gene-CEP52_000203	1608.298	1612.439	1608.43	1623.442	1612.267	1607.311	1610.799	1606.283	1610.9	1613.281	1612.005	1614.959	1615.984	1610.255	1620.819	1608.312
CEP52_000204-T1_mrna	gene-CEP52_000204	146.326	149.856	147.087	158.655	148.906	147.05	148.87	145.09	148.123	150.572	148.62	152.202	152.987	154.994	153.951	146.092
CEP52_000205-T1_mrna	gene-CEP52_000205	1059.298	1063.439	1059.43	1074.442	1063.267	1058.311	1061.799	1057.283	1061.9	1064.281	1063.005	1065.959	1066.984	1061.255	1071.819	1059.312
CEP52_000206-T1_mrna	gene-CEP52_000206	1707.298	1711.439	1707.43	1722.442	1711.267	1706.311	1709.799	1705.283	1709.9	1712.281	1711.005	1713.959	1714.984	1709.255	1719.819	1707.312
CEP52_000207-T1_mrna	gene-CEP52_000207	525.326	529.439	525.43	540.442	529.267	524.311	527.799	523.283	527.9	530.281	529.005	531.959	532.984	527.255	537.819	525.312
CEP52_000208-T1_mrna	gene-CEP52_000208	498.326	502.439	498.43	513.442	502.267	497.311	500.799	496.283	500.9	503.281	502.005	504.959	505.984	500.255	510.819	498.312
CEP52_000209-T1_mrna	gene-CEP52_000209	930.298	934.439	930.43	945.442	934.267	929.311	932.799	928.283	932.9	935.281	934.005	936.959	937.984	932.255	942.819	930.312
CEP52_000210-T1_mrna	gene-CEP52_000210	537.326	541.439	537.43	552.442	541.267	536.311	539.799	535.283	539.9	542.281	541.005	543.959	544.984	539.255	549.819	537.312
CEP52_000211-T1_mrna	gene-CEP52_000211	297.582	301.637	297.815	312.572	301.471	296.978	299.799	295.632	299.9	302.281	301.4	303.959	304.984	299.255	309.819	297.572
CEP52_000212-T1_mrna	gene-CEP52_000212	975.298	979.439	975.43	990.442	979.267	974.311	977.799	973.283	977.9	980.281	979.005	981.959	982.984	977.255	987.819	975.312
CEP52_000213-T1_mrna	gene-CEP52_000213	855.298	859.439	855.43	870.442	859.267	854.311	857.799	853.283	857.9	860.281	859.005	861.959	862.984	857.255	867.819	855.312
CEP52_000214-T1_mrna	gene-CEP52_000214	615.298	619.439	615.43	630.442	619.267	614.311	617.799	613.283	617.9	620.281	619.005	621.959	622.984	617.255	627.819	615.312
CEP52_000215-T1_mrna	gene-CEP52_000215	450.326	454.439	450.43	465.442	454.285	449.311	452.799	448.283	452.9	455.281	454.005	456.959	457.984	452.255	462.819	450.312
CEP52_000216-T1_mrna	gene-CEP52_000216	2463.298	2467.439	2463.43	2478.442	2467.267	2462.311	2465.799	2461.283	2465.9	2468.281	2467.005	2469.959	2470.984	2465.255	2475.819	2463.312
CEP52_000217-T1_mrna	gene-CEP52_000217	702.298	706.439	702.43	717.442	706.267	701.311	704.799	700.283	704.9	707.281	706.005	708.959	709.984	704.255	714.819	702.312
CEP52_000218-T1_mrna	gene-CEP52_000218	558.326	562.439	558.43	573.442	562.267	557.311	560.799	556.283	560.9	563.281	562.005	564.959	565.984	560.255	570.819	558.312
CEP52_000219-T1_mrna	gene-CEP52_000219	1071.298	1075.439	1071.43	1086.442	1075.267	1070.311	1073.799	1069.283	1073.9	1076.281	1075.005	1077.959	1078.984	1073.255	1083.819	1071.312
CEP52_000220-T1_mrna	gene-CEP52_000220	1560.298	1564.439	1560.43	1575.442	1564.267	1559.311	1562.799	1558.283	1562.9	1565.281	1564.005	1566.959	1567.984	1562.255	1572.819	1560.312
CEP52_000221-T1_mrna	gene-CEP52_000221	2265.298	2269.439	2265.43	2280.442	2269.267	2264.311	2267.799	2263.283	2267.9	2270.281	2269.005	2271.959	2272.984	2267.255	2277.819	2265.312
CEP52_000222-T1_mrna	gene-CEP52_000222	61.646	63.358	61.878	67.258	61.201	62.09	64.953	60.033	63.747	61.556	64.262	64.474	63.582	63.515	61.369	60.293
CEP52_000223-T1_mrna	gene-CEP52_000223	3390.298	3394.439	3390.43	3405.442	3394.267	3389.311	3392.799	3388.283	3392.9	3395.281	3394.005	3396.959	3397.984	3392.255	3402.819	3390.312
CEP52_000224-T1_mrna	gene-CEP52_000224	498.326	502.439	498.43	513.442	502.267	497.311	500.799	496.283	500.9	503.281	502.005	504.959	505.984	500.255	510.819	498.312
CEP52_000225-T1_mrna	gene-CEP52_000225	1434.298	1438.439	1434.43	1449.442	1438.267	1433.311	1436.799	1432.283	1436.9	1439.281	1438.005	1440.959	1441.984	1436.255	1446.819	1434.312
CEP52_000226-T1_mrna	gene-CEP52_000226	2424.298	2428.439	2424.43	2439.442	2428.267	2423.311	2426.799	2422.283	2426.9	2429.281	2428.005	2430.959	2431.984	2426.255	2436.819	2424.312
CEP52_000227-T1_mrna	gene-CEP52_000227	855.298	859.439	855.43	870.442	859.267	854.311	857.799	853.283	857.9	860.281	859.005	861.959	862.984	857.255	867.819	855.312
CEP52_000228-T1_mrna	gene-CEP52_000228	906.298	910.439	906.43	921.442	910.267	905.311	908.799	904.283	908.9	911.281	910.005	912.959	913.984	908.255	918.819	906.312
CEP52_000229-T1_mrna	gene-CEP52_000229	1149.298	1153.439	1149.43	1164.442	1153.267	1148.311	1151.799	1147.283	1151.9	1154.281	1153.005	1155.959	1156.984	1151.255	1161.819	1149.312
CEP52_000230-T1_mrna	gene-CEP52_000230	1272.298	1276.439	1272.43	1287.442	1276.267	1271.311	1274.799	1270.283	1274.9	1277.281	1276.005	1278.959	1279.984	1274.255	1284.819	1272.312
CEP52_000231-T1_mrna	gene-CEP52_000231	978.298	982.439	978.43	993.442	982.267	977.311	980.799	976.283	980.9	983.281	982.005	984.959	985.984	980.255	990.819	978.312
CEP52_000232-T1_mrna	gene-CEP52_000232	414.326	418.439	414.431	429.442	418.315	413.311	416.799	412.283	416.9	419.281	418.005	420.959	421.984	416.255	426.819	414.312
CEP52_000233-T1_mrna	gene-CEP52_000233	801.298	805.439	801.43	816.442	805.267	800.311	803.799	799.283	803.9	806.281	805.005	807.959	808.984	803.255	813.819	801.312
CEP52_000234-T1_mrna	gene-CEP52_000234	2499.298	2503.439	2499.43	2514.442	2503.267	2498.311	2501.799	2497.283	2501.9	2504.281	2503.005	2505.959	2506.984	2501.255	2511.819	2499.312
CEP52_000235-T1_mrna	gene-CEP52_000235	630.298	634.439	630.43	645.442	634.267	629.311	632.799	628.283	632.9	635.281	634.005	636.959	637.984	632.255	642.819	630.312
CEP52_000236-T1_mrna	gene-CEP52_000236	879.298	883.439	879.43	894.442	883.267	878.311	881.799	877.283	881.9	884.281	883.005	885.959	886.984	881.255	891.819	879.312
CEP52_000237-T1_mrna	gene-CEP52_000237	462.326	466.439	462.43	477.442	466.284	461.311	464.799	460.283	464.9	467.281	466.005	468.959	469.984	464.255	474.819	462.312
CEP52_000238-T1_mrna	gene-CEP52_000238	1704.298	1708.439	1704.43	1719.442	1708.267	1703.311	1706.799	1702.283	1706.9	1709.281	1708.005	1710.959	1711.984	1706.255	1716.819	1704.312
CEP52_000239-T1_mrna	gene-CEP52_000239	627.298	631.439	627.43	642.442	631.267	626.311	629.799	625.283	629.9	632.281	631.005	633.959	634.984	629.255	639.819	627.312
CEP52_000240-T1_mrna	gene-CEP52_000240	5637.298	5641.439	5637.43	5652.442	5641.267	5636.311	5639.799	5635.283	5639.9	5642.281	5641.005	5643.959	5644.984	5639.255	5649.819	5637.312
CEP52_000241-T1_mrna	gene-CEP52_000241	1605.298	1609.439	1605.43	1620.442	1609.267	1604.311	1607.799	1603.283	1607.9	1610.281	1609.005	1611.959	1612.984	1607.255	1617.819	1605.312
CEP52_000242-T1_mrna	gene-CEP52_000242	72.711	74.652	72.975	79.558	72.753	73.025	76.47	70.878	78.593	73.202	75.25	76.717	77.084	74.765	75.716	71.356
CEP52_000243-T1_mrna	gene-CEP52_000243	498.326	502.439	498.43	513.442	502.267	497.311	500.799	496.283	500.9	503.281	502.005	504.959	505.984	500.255	510.819	498.312
CEP52_000244-T1_mrna	gene-CEP52_000244	1269.298	1273.439	1269.43	1284.442	1273.267	1268.311	1271.799	1267.283	1271.9	1274.281	1273.005	1275.959	1276.984	1271.255	1281.819	1269.312
CEP52_000245-T1_mrna	gene-CEP52_000245	426.326	430.439	426.43	441.442	430.286	425.311	428.799	424.283	428.9	431.281	430.005	432.959	433.984	428.255	438.819	426.312
CEP52_000246-T1_mrna	gene-CEP52_000246	2802.298	2806.439	2802.43	2817.442	2806.267	2801.311	2804.799	2800.283	2804.9	2807.281	2806.005	2808.959	2809.984	2804.255	2814.819	2802.312
CEP52_000247-T1_mrna	gene-CEP52_000247	3363.298	3367.439	3363.43	3378.442	3367.267	3362.311	3365.799	3361.283	3365.9	3368.281	3367.005	3369.959	3370.984	3365.255	3375.819	3363.312
CEP52_000248-T1_mrna	gene-CEP52_000248	2079.298	2083.439	2079.43	2094.442	2083.267	2078.311	2081.799	2077.283	2081.9	2084.281	2083.005	2085.959	2086.984	2081.255	2091.819	2079.312
CEP52_000249-T1_mrna	gene-CEP52_000249	1431.298	1435.439	1431.43	1446.442	1435.267	1430.311	1433.799	1429.283	1433.9	1436.281	1435.005	1437.959	1438.984	1433.255	1443.819	1431.312
CEP52_000250-T1_mrna	gene-CEP52_000250	1068.298	1072.439	1068.43	1083.442	1072.267	1067.311	1070.799	1066.283	1070.9	1073.281	1072.005	1074.959	1075.984	1070.255	1080.819	1068.312
CEP52_000251-T1_mrna	gene-CEP52_000251	135.471	138.848	136.224	147.14	137.735	135.823	138.008	134.084	136.178	139.401	137.368	141.331	142.336	143.331	142.228	135.172
CEP52_000252-T1_mrna	gene-CEP52_000252	600.298	604.439	600.43	615.442	604.267	599.311	602.799	598.283	602.9	605.281	604.005	606.959	607.984	602.255	612.819	600.312
CEP52_000253-T1_mrna	gene-CEP52_000253	244.135	248.069	244.405	258.82	247.927	244.56	247.154	242.443	245.9	248.281	247.4	250.471	252.194	245.255	255.819	244.013
CEP52_000254-T1_mrna	gene-CEP52_000254	966.298	970.439	966.43	981.442	970.267	965.311	968.799	964.283	968.9	971.281	970.005	972.959	973.984	968.255	978.819	966.312
CEP52_000255-T1_mrna	gene-CEP52_000255	354.411	358.496	354.581	369.442	358.396	353.819	356.799	352.379	356.9	359.281	358.4	360.959	361.984	356.255	366.819	354.355
CEP52_000256-T1_mrna	gene-CEP52_000256	1137.298	1141.439	1137.43	1152.442	1141.267	1136.311	1139.799	1135.283	1139.9	1142.281	1141.005	1143.959	1144.984	1139.255	1149.819	1137.312
CEP52_000257-T1_mrna	gene-CEP52_000257	1290.298	1294.439	1290.43	1305.442	1294.267	1289.311	1292.799	1288.283	1292.9	1295.281	1294.005	1296.959	1297.984	1292.255	1302.819	1290.312
CEP52_000258-T1_mrna	gene-CEP52_000258	1707.298	1711.439	1707.43	1722.442	1711.267	1706.311	1709.799	1705.283	1709.9	1712.281	1711.005	1713.959	1714.984	1709.255	1719.819	1707.312
CEP52_000259-T1_mrna	gene-CEP52_000259	795.298	799.439	795.43	810.442	799.267	794.311	797.799	793.283	797.9	800.281	799.005	801.959	802.984	797.255	807.819	795.312
CEP52_000260-T1_mrna	gene-CEP52_000260	1311.298	1315.439	1311.43	1326.442	1315.267	1310.311	1313.799	1309.283	1313.9	1316.281	1315.005	1317.959	1318.984	1313.255	1323.819	1311.312
CEP52_000261-T1_mrna	gene-CEP52_000261	1443.298	1447.439	1443.43	1458.442	1447.267	1442.311	1445.799	1441.283	1445.9	1448.281	1447.005	1449.959	1450.984	1445.255	1455.819	1443.312
CEP52_000262-T1_mrna	gene-CEP52_000262	1098.298	1102.439	1098.43	1113.442	1102.267	1097.311	1100.799	1096.283	1100.9	1103.281	1102.005	1104.959	1105.984	1100.255	1110.819	1098.312
CEP52_000263-T1_mrna	gene-CEP52_000263	1467.298	1471.439	1467.43	1482.442	1471.267	1466.311	1469.799	1465.283	1469.9	1472.281	1471.005	1473.959	1474.984	1469.255	1479.819	1467.312
CEP52_000264-T1_mrna	gene-CEP52_000264	456.326	460.439	456.43	471.442	460.284	455.311	458.799	454.283	458.9	461.281	460.005	462.959	463.984	458.255	468.819	456.312
CEP52_000265-T1_mrna	gene-CEP52_000265	1077.298	1081.439	1077.43	1092.442	1081.267	1076.311	1079.799	1075.283	1079.9	1082.281	1081.005	1083.959	1084.984	1079.255	1089.819	1077.312
