RTE85386.1	BHE90_000001
RTE83954.1	BHE90_001507
RTE83881.1	BHE90_001508
RTE83880.1	BHE90_001509
RTE83936.1	BHE90_001510
RTE83940.1	BHE90_001511
RTE83947.1	BHE90_001512
RTE83948.1	BHE90_001513
RTE83946.1	BHE90_001514
RTE83929.1	BHE90_001515
RTE83922.1	BHE90_001516
RTE83945.1	BHE90_001517
RTE83943.1	BHE90_001518
RTE83944.1	BHE90_001519
RTE83933.1	BHE90_001520
RTE83932.1	BHE90_001521
RTE83931.1	BHE90_001522
RTE83930.1	BHE90_001523
RTE83938.1	BHE90_001524
RTE83937.1	BHE90_001525
RTE83935.1	BHE90_001526
RTE83934.1	BHE90_001527
RTE83980.1	BHE90_001528
RTE83939.1	BHE90_001529
RTE83923.1	BHE90_001530
RTE83924.1	BHE90_001531
RTE83925.1	BHE90_001532
RTE83926.1	BHE90_001533
RTE83927.1	BHE90_001534
RTE83914.1	BHE90_001535
RTE83915.1	BHE90_001536
RTE83916.1	BHE90_001537
RTE83928.1	BHE90_001538
RTE83917.1	BHE90_001539
RTE83979.1	BHE90_001540
RTE83978.1	BHE90_001541
RTE83919.1	BHE90_001542
RTE83918.1	BHE90_001543
RTE83976.1	BHE90_001545
RTE83977.1	BHE90_001547
RTE83921.1	BHE90_001548
RTE83920.1	BHE90_001549
RTE83887.1	BHE90_001550
RTE83903.1	BHE90_001551
RTE83885.1	BHE90_001552
RTE83886.1	BHE90_001553
RTE83889.1	BHE90_001554
RTE83942.1	BHE90_001555
RTE83888.1	BHE90_001556
RTE83902.1	BHE90_001558
RTE83884.1	BHE90_001559
RTE83965.1	BHE90_001560
RTE83964.1	BHE90_001561
RTE83963.1	BHE90_001562
RTE83962.1	BHE90_001563
RTE83961.1	BHE90_001564
RTE83960.1	BHE90_001565
RTE83959.1	BHE90_001566
RTE83958.1	BHE90_001567
RTE83957.1	BHE90_001568
RTE83956.1	BHE90_001569
RTE83890.1	BHE90_001570
RTE83882.1	BHE90_001571
RTE83891.1	BHE90_001572
RTE83892.1	BHE90_001573
RTE77901.1	BHE90_007603
RTE77902.1	BHE90_007604
RTE77903.1	BHE90_007605
RTE77904.1	BHE90_007606
RTE77905.1	BHE90_007607
RTE77906.1	BHE90_007608
RTE77907.1	BHE90_007609
RTE77884.1	BHE90_007610
RTE77883.1	BHE90_007611
RTE77882.1	BHE90_007612
RTE77881.1	BHE90_007613
RTE77888.1	BHE90_007614
RTE77887.1	BHE90_007615
RTE77886.1	BHE90_007616
RTE77885.1	BHE90_007617
RTE77890.1	BHE90_007618
RTE77889.1	BHE90_007619
RTE77916.1	BHE90_007620
RTE77917.1	BHE90_007621
RTE77914.1	BHE90_007622
RTE77915.1	BHE90_007623
RTE77912.1	BHE90_007624
RTE77913.1	BHE90_007625
RTE77910.1	BHE90_007626
RTE77911.1	BHE90_007627
RTE77908.1	BHE90_007628
RTE77909.1	BHE90_007629
RTE77894.1	BHE90_007630
RTE77893.1	BHE90_007631
RTE77896.1	BHE90_007632
RTE77895.1	BHE90_007633
RTE77898.1	BHE90_007634
RTE77897.1	BHE90_007635
RTE77900.1	BHE90_007636
RTE77899.1	BHE90_007637
RTE77892.1	BHE90_007638
RTE77891.1	BHE90_007639
RTE77878.1	BHE90_007640
RTE77879.1	BHE90_007641
RTE77880.1	BHE90_007642
RTE68153.1	BHE90_017470
RTE68152.1	BHE90_017471
RTE68150.1	BHE90_017472
RTE68151.1	BHE90_017473
RTE68148.1	BHE90_017474
RTE68149.1	BHE90_017475
RTE68147.1	BHE90_017476
RTE68146.1	BHE90_017477
RTE77843.1	BHE90_007643
RTE77844.1	BHE90_007644
RTE77845.1	BHE90_007645
RTE77841.1	BHE90_007646
RTE77842.1	BHE90_007647
RTE77866.1	BHE90_007648
RTE77867.1	BHE90_007649
RTE77853.1	BHE90_007650
RTE77852.1	BHE90_007651
RTE77851.1	BHE90_007652
RTE77850.1	BHE90_007653
RTE77849.1	BHE90_007654
RTE77848.1	BHE90_007655
RTE77847.1	BHE90_007656
RTE77846.1	BHE90_007657
RTE77855.1	BHE90_007658
RTE77854.1	BHE90_007659
RTE77872.1	BHE90_007660
RTE77873.1	BHE90_007661
RTE77870.1	BHE90_007662
RTE77871.1	BHE90_007663
RTE77876.1	BHE90_007664
RTE77877.1	BHE90_007665
RTE77874.1	BHE90_007666
RTE77875.1	BHE90_007667
RTE77868.1	BHE90_007668
RTE77869.1	BHE90_007669
RTE77865.1	BHE90_007670
RTE77860.1	BHE90_007671
RTE77862.1	BHE90_007672
RTE77861.1	BHE90_007673
RTE77857.1	BHE90_007674
RTE77856.1	BHE90_007675
RTE77859.1	BHE90_007676
RTE77858.1	BHE90_007677
RTE77864.1	BHE90_007678
RTE77863.1	BHE90_007679
RTE77840.1	BHE90_007680
RTE68145.1	BHE90_017478
RTE68143.1	BHE90_017479
RTE68144.1	BHE90_017480
RTE68142.1	BHE90_017481
RTE68141.1	BHE90_017482
RTE68140.1	BHE90_017483
RTE68139.1	BHE90_017484
RTE77790.1	BHE90_007681
RTE77817.1	BHE90_007682
RTE77818.1	BHE90_007683
RTE77791.1	BHE90_007684
RTE77792.1	BHE90_007685
RTE77793.1	BHE90_007686
RTE77794.1	BHE90_007687
RTE77815.1	BHE90_007688
RTE77816.1	BHE90_007689
RTE77824.1	BHE90_007690
RTE77823.1	BHE90_007691
RTE77822.1	BHE90_007692
RTE77821.1	BHE90_007693
RTE77828.1	BHE90_007694
RTE77827.1	BHE90_007695
RTE77826.1	BHE90_007696
RTE77825.1	BHE90_007697
RTE77820.1	BHE90_007698
RTE77819.1	BHE90_007699
RTE77795.1	BHE90_007700
RTE77813.1	BHE90_007701
RTE77796.1	BHE90_007702
RTE77814.1	BHE90_007703
RTE77798.1	BHE90_007704
RTE77797.1	BHE90_007705
RTE77800.1	BHE90_007706
RTE77799.1	BHE90_007707
RTE77812.1	BHE90_007708
RTE77811.1	BHE90_007709
RTE77834.1	BHE90_007710
RTE77835.1	BHE90_007711
RTE77833.1	BHE90_007712
RTE77839.1	BHE90_007713
RTE77831.1	BHE90_007714
RTE77832.1	BHE90_007715
RTE77829.1	BHE90_007716
RTE77830.1	BHE90_007717
RTE77836.1	BHE90_007718
RTE77837.1	BHE90_007719
RTE77804.1	BHE90_007720
RTE77803.1	BHE90_007721
RTE77802.1	BHE90_007722
RTE77801.1	BHE90_007723
RTE77808.1	BHE90_007724
RTE77807.1	BHE90_007725
RTE77806.1	BHE90_007726
RTE77805.1	BHE90_007727
RTE77810.1	BHE90_007728
RTE77809.1	BHE90_007729
RTE77838.1	BHE90_007730
RTE68138.1	BHE90_017485
RTE68137.1	BHE90_017486
RTE68136.1	BHE90_017487
RTE68135.1	BHE90_017488
RTE68134.1	BHE90_017489
RTE68133.1	BHE90_017490
RTE68132.1	BHE90_017491
RTE68131.1	BHE90_017492
RTE77778.1	BHE90_007731
RTE77763.1	BHE90_007732
RTE77779.1	BHE90_007733
RTE77780.1	BHE90_007734
RTE77781.1	BHE90_007735
RTE77783.1	BHE90_007736
RTE77769.1	BHE90_007737
RTE77776.1	BHE90_007738
RTE77777.1	BHE90_007739
RTE77789.1	BHE90_007740
RTE77760.1	BHE90_007741
RTE77761.1	BHE90_007742
RTE77784.1	BHE90_007743
RTE77757.1	BHE90_007744
RTE77782.1	BHE90_007745
RTE77759.1	BHE90_007746
RTE77758.1	BHE90_007747
RTE77756.1	BHE90_007748
RTE77755.1	BHE90_007749
RTE77772.1	BHE90_007750
RTE77773.1	BHE90_007751
RTE77770.1	BHE90_007752
RTE77771.1	BHE90_007753
RTE77774.1	BHE90_007754
RTE77775.1	BHE90_007755
RTE77787.1	BHE90_007756
RTE77788.1	BHE90_007757
RTE77785.1	BHE90_007758
RTE77786.1	BHE90_007759
RTE77754.1	BHE90_007760
RTE77753.1	BHE90_007761
RTE77752.1	BHE90_007762
RTE77751.1	BHE90_007763
RTE77762.1	BHE90_007764
RTE77750.1	BHE90_007765
RTE77749.1	BHE90_007766
RTE77748.1	BHE90_007767
RTE77747.1	BHE90_007768
RTE77746.1	BHE90_007769
RTE77765.1	BHE90_007770
RTE77766.1	BHE90_007771
RTE77767.1	BHE90_007772
RTE77768.1	BHE90_007773
RTE77764.1	BHE90_007774
RTE68130.1	BHE90_017493
RTE68128.1	BHE90_017494
RTE68129.1	BHE90_017495
RTE68127.1	BHE90_017496
RTE68126.1	BHE90_017497
RTE68124.1	BHE90_017498
RTE68125.1	BHE90_017499
RTE77728.1	BHE90_007775
RTE77729.1	BHE90_007776
RTE77730.1	BHE90_007777
RTE77726.1	BHE90_007778
RTE77727.1	BHE90_007779
RTE77717.1	BHE90_007780
RTE77716.1	BHE90_007781
RTE77719.1	BHE90_007782
RTE77718.1	BHE90_007783
RTE77721.1	BHE90_007784
RTE77720.1	BHE90_007785
RTE77723.1	BHE90_007786
RTE77722.1	BHE90_007787
RTE77715.1	BHE90_007788
RTE77724.1	BHE90_007789
RTE77742.1	BHE90_007790
RTE77743.1	BHE90_007791
RTE77740.1	BHE90_007792
RTE77741.1	BHE90_007793
RTE77738.1	BHE90_007794
RTE77739.1	BHE90_007795
RTE77736.1	BHE90_007796
RTE77737.1	BHE90_007797
RTE77744.1	BHE90_007798
RTE77745.1	BHE90_007799
RTE77734.1	BHE90_007800
RTE77735.1	BHE90_007801
RTE77714.1	BHE90_007802
RTE77731.1	BHE90_007803
RTE77732.1	BHE90_007804
RTE77733.1	BHE90_007805
RTE77712.1	BHE90_007806
RTE77713.1	BHE90_007807
RTE77725.1	BHE90_007808
RTE68123.1	BHE90_017500
RTE68122.1	BHE90_017501
RTE68121.1	BHE90_017502
RTE68120.1	BHE90_017503
RTE68119.1	BHE90_017504
RTE68118.1	BHE90_017505
RTE68117.1	BHE90_017506
RTE77687.1	BHE90_007809
RTE77673.1	BHE90_007810
RTE77672.1	BHE90_007811
RTE77679.1	BHE90_007812
RTE77678.1	BHE90_007813
RTE77675.1	BHE90_007814
RTE77674.1	BHE90_007815
RTE77677.1	BHE90_007816
RTE77676.1	BHE90_007817
RTE77671.1	BHE90_007818
RTE77670.1	BHE90_007819
RTE77694.1	BHE90_007820
RTE77695.1	BHE90_007821
RTE77700.1	BHE90_007822
RTE77696.1	BHE90_007823
RTE77697.1	BHE90_007824
RTE77701.1	BHE90_007825
RTE77698.1	BHE90_007826
RTE77699.1	BHE90_007827
RTE77685.1	BHE90_007828
RTE77686.1	BHE90_007829
RTE77705.1	BHE90_007830
RTE77704.1	BHE90_007831
RTE77703.1	BHE90_007832
RTE77702.1	BHE90_007833
RTE77709.1	BHE90_007834
RTE77708.1	BHE90_007835
RTE77707.1	BHE90_007836
RTE77706.1	BHE90_007837
RTE77711.1	BHE90_007838
RTE77710.1	BHE90_007839
RTE77682.1	BHE90_007840
RTE77690.1	BHE90_007841
RTE77680.1	BHE90_007842
RTE77681.1	BHE90_007843
RTE77683.1	BHE90_007844
RTE77684.1	BHE90_007845
RTE77691.1	BHE90_007846
RTE77692.1	BHE90_007847
RTE77688.1	BHE90_007848
RTE77689.1	BHE90_007849
RTE77693.1	BHE90_007850
RTE68115.1	BHE90_017507
RTE68116.1	BHE90_017508
RTE68114.1	BHE90_017509
RTE68113.1	BHE90_017510
RTE68112.1	BHE90_017511
RTE68111.1	BHE90_017512
RTE77647.1	BHE90_007851
RTE77649.1	BHE90_007852
RTE77648.1	BHE90_007853
RTE77644.1	BHE90_007854
RTE77643.1	BHE90_007855
RTE77646.1	BHE90_007856
RTE77645.1	BHE90_007857
RTE77658.1	BHE90_007858
RTE77657.1	BHE90_007859
RTE77650.1	BHE90_007860
RTE77651.1	BHE90_007861
RTE77630.1	BHE90_007862
RTE77631.1	BHE90_007863
RTE77626.1	BHE90_007864
RTE77627.1	BHE90_007865
RTE77628.1	BHE90_007866
RTE77629.1	BHE90_007867
RTE77624.1	BHE90_007868
RTE77625.1	BHE90_007869
RTE77623.1	BHE90_007870
RTE77639.1	BHE90_007871
RTE77638.1	BHE90_007872
RTE77637.1	BHE90_007873
RTE77642.1	BHE90_007874
RTE77668.1	BHE90_007875
RTE77636.1	BHE90_007876
RTE77622.1	BHE90_007877
RTE77635.1	BHE90_007878
RTE77634.1	BHE90_007879
RTE77633.1	BHE90_007880
RTE77656.1	BHE90_007881
RTE77654.1	BHE90_007882
RTE77655.1	BHE90_007883
RTE77632.1	BHE90_007884
RTE77653.1	BHE90_007885
RTE77669.1	BHE90_007886
RTE77652.1	BHE90_007887
RTE77640.1	BHE90_007888
RTE77641.1	BHE90_007889
RTE77660.1	BHE90_007890
RTE77659.1	BHE90_007891
RTE77662.1	BHE90_007892
RTE77661.1	BHE90_007893
RTE77664.1	BHE90_007894
RTE77663.1	BHE90_007895
RTE77666.1	BHE90_007896
RTE77665.1	BHE90_007897
RTE77667.1	BHE90_007898
RTE68110.1	BHE90_017513
RTE68109.1	BHE90_017514
RTE68108.1	BHE90_017515
RTE68106.1	BHE90_017516
RTE68105.1	BHE90_017517
RTE68107.1	BHE90_017518
RTE68104.1	BHE90_017519
RTE68103.1	BHE90_017520
RTE68102.1	BHE90_017521
RTE68101.1	BHE90_017522
RTE77621.1	BHE90_007899
RTE77615.1	BHE90_007900
RTE77606.1	BHE90_007901
RTE77614.1	BHE90_007902
RTE77605.1	BHE90_007903
RTE77604.1	BHE90_007904
RTE77603.1	BHE90_007905
RTE77602.1	BHE90_007906
RTE77601.1	BHE90_007907
RTE77619.1	BHE90_007908
RTE77620.1	BHE90_007909
RTE77607.1	BHE90_007910
RTE77608.1	BHE90_007911
RTE77597.1	BHE90_007912
RTE77598.1	BHE90_007913
RTE77593.1	BHE90_007914
RTE77594.1	BHE90_007915
RTE77595.1	BHE90_007916
RTE77596.1	BHE90_007917
RTE77599.1	BHE90_007918
RTE77600.1	BHE90_007919
RTE77612.1	BHE90_007920
RTE77611.1	BHE90_007921
RTE77613.1	BHE90_007922
RTE77618.1	BHE90_007923
RTE77609.1	BHE90_007924
RTE77616.1	BHE90_007925
RTE77617.1	BHE90_007926
RTE77610.1	BHE90_007927
RTE68100.1	BHE90_017523
RTE68099.1	BHE90_017524
RTE68098.1	BHE90_017525
RTE68097.1	BHE90_017526
RTE68096.1	BHE90_017527
RTE68095.1	BHE90_017528
RTE68094.1	BHE90_017529
RTE68093.1	BHE90_017530
RTE68092.1	BHE90_017531
RTE68091.1	BHE90_017532
RTE68090.1	BHE90_017533
RTE77567.1	BHE90_007928
RTE77566.1	BHE90_007929
RTE77559.1	BHE90_007930
RTE77560.1	BHE90_007931
RTE77557.1	BHE90_007932
RTE77558.1	BHE90_007933
RTE77552.1	BHE90_007934
RTE77563.1	BHE90_007935
RTE77561.1	BHE90_007936
RTE77562.1	BHE90_007937
RTE77564.1	BHE90_007938
RTE77565.1	BHE90_007939
RTE77581.1	BHE90_007940
RTE77580.1	BHE90_007941
RTE77579.1	BHE90_007942
RTE77578.1	BHE90_007943
RTE77585.1	BHE90_007944
RTE77584.1	BHE90_007945
RTE77583.1	BHE90_007946
RTE77582.1	BHE90_007947
RTE77577.1	BHE90_007948
RTE77576.1	BHE90_007949
RTE77568.1	BHE90_007950
RTE77569.1	BHE90_007951
RTE77570.1	BHE90_007952
RTE77571.1	BHE90_007953
RTE77572.1	BHE90_007954
RTE77573.1	BHE90_007955
RTE77574.1	BHE90_007956
RTE77575.1	BHE90_007957
RTE77549.1	BHE90_007958
RTE77551.1	BHE90_007959
RTE77544.1	BHE90_007960
RTE77553.1	BHE90_007961
RTE77545.1	BHE90_007962
RTE77554.1	BHE90_007963
RTE77547.1	BHE90_007964
RTE77546.1	BHE90_007965
RTE77550.1	BHE90_007966
RTE77548.1	BHE90_007967
RTE77556.1	BHE90_007968
RTE77555.1	BHE90_007969
RTE77589.1	BHE90_007970
RTE77590.1	BHE90_007971
RTE77591.1	BHE90_007972
RTE77592.1	BHE90_007973
RTE77587.1	BHE90_007974
RTE77588.1	BHE90_007975
RTE77586.1	BHE90_007976
RTE68089.1	BHE90_017534
RTE68088.1	BHE90_017535
RTE68087.1	BHE90_017536
RTE68086.1	BHE90_017537
RTE68085.1	BHE90_017538
RTE68084.1	BHE90_017539
RTE77535.1	BHE90_007977
RTE77536.1	BHE90_007978
RTE77537.1	BHE90_007979
RTE77534.1	BHE90_007980
RTE77533.1	BHE90_007981
RTE77532.1	BHE90_007982
RTE77531.1	BHE90_007983
RTE77525.1	BHE90_007984
RTE77530.1	BHE90_007985
RTE77529.1	BHE90_007986
RTE77528.1	BHE90_007987
RTE77527.1	BHE90_007988
RTE77526.1	BHE90_007989
RTE77520.1	BHE90_007990
RTE77521.1	BHE90_007991
RTE77522.1	BHE90_007992
RTE77523.1	BHE90_007993
RTE77517.1	BHE90_007994
RTE77518.1	BHE90_007995
RTE77519.1	BHE90_007996
RTE77524.1	BHE90_007997
RTE77515.1	BHE90_007998
RTE77516.1	BHE90_007999
RTE77543.1	BHE90_008000
RTE77542.1	BHE90_008001
RTE77541.1	BHE90_008002
RTE77540.1	BHE90_008003
RTE77539.1	BHE90_008004
RTE77538.1	BHE90_008005
RTE68082.1	BHE90_017540
RTE68083.1	BHE90_017541
RTE68081.1	BHE90_017542
RTE68080.1	BHE90_017543
RTE68079.1	BHE90_017544
RTE68078.1	BHE90_017545
RTE68077.1	BHE90_017546
RTE83829.1	BHE90_001575
RTE83830.1	BHE90_001576
RTE83831.1	BHE90_001577
RTE83827.1	BHE90_001578
RTE83828.1	BHE90_001579
RTE83778.1	BHE90_001580
RTE83777.1	BHE90_001581
RTE83780.1	BHE90_001582
RTE83779.1	BHE90_001583
RTE83782.1	BHE90_001584
RTE83781.1	BHE90_001585
RTE83784.1	BHE90_001586
RTE83783.1	BHE90_001587
RTE83786.1	BHE90_001588
RTE83785.1	BHE90_001589
RTE83838.1	BHE90_001590
RTE83839.1	BHE90_001591
RTE83836.1	BHE90_001592
RTE83837.1	BHE90_001593
RTE83834.1	BHE90_001594
RTE83835.1	BHE90_001595
RTE83832.1	BHE90_001596
RTE83833.1	BHE90_001597
RTE83840.1	BHE90_001598
RTE83799.1	BHE90_001600
RTE83800.1	BHE90_001601
RTE83797.1	BHE90_001602
RTE83798.1	BHE90_001603
RTE83803.1	BHE90_001604
RTE83804.1	BHE90_001605
RTE83801.1	BHE90_001606
RTE83802.1	BHE90_001607
RTE83805.1	BHE90_001608
RTE83816.1	BHE90_001609
RTE83857.1	BHE90_001610
RTE83856.1	BHE90_001611
RTE83859.1	BHE90_001612
RTE83858.1	BHE90_001613
RTE83854.1	BHE90_001614
RTE83853.1	BHE90_001615
RTE83855.1	BHE90_001617
RTE83852.1	BHE90_001618
RTE83851.1	BHE90_001619
RTE83791.1	BHE90_001620
RTE83792.1	BHE90_001621
RTE83793.1	BHE90_001622
RTE83794.1	BHE90_001623
RTE83787.1	BHE90_001624
RTE83788.1	BHE90_001625
RTE83789.1	BHE90_001626
RTE83790.1	BHE90_001627
RTE83795.1	BHE90_001628
RTE83796.1	BHE90_001629
RTE83848.1	BHE90_001630
RTE83847.1	BHE90_001631
RTE83846.1	BHE90_001632
RTE83845.1	BHE90_001633
RTE83844.1	BHE90_001634
RTE83843.1	BHE90_001635
RTE83842.1	BHE90_001636
RTE83841.1	BHE90_001637
RTE83850.1	BHE90_001638
RTE83849.1	BHE90_001639
RTE83823.1	BHE90_001640
RTE83824.1	BHE90_001641
RTE83821.1	BHE90_001642
RTE83822.1	BHE90_001643
RTE83819.1	BHE90_001644
RTE83820.1	BHE90_001645
RTE83817.1	BHE90_001646
RTE83818.1	BHE90_001647
RTE83825.1	BHE90_001648
RTE83826.1	BHE90_001649
RTE83871.1	BHE90_001650
RTE83870.1	BHE90_001651
RTE83873.1	BHE90_001652
RTE83872.1	BHE90_001653
RTE83875.1	BHE90_001654
RTE83874.1	BHE90_001655
RTE83877.1	BHE90_001656
RTE83876.1	BHE90_001657
RTE83879.1	BHE90_001658
RTE83878.1	BHE90_001659
RTE83808.1	BHE90_001660
RTE83809.1	BHE90_001661
RTE83810.1	BHE90_001662
RTE83811.1	BHE90_001663
RTE83812.1	BHE90_001664
RTE83813.1	BHE90_001665
RTE83814.1	BHE90_001666
RTE83815.1	BHE90_001667
RTE83806.1	BHE90_001668
RTE83807.1	BHE90_001669
RTE83865.1	BHE90_001670
RTE83864.1	BHE90_001671
RTE83863.1	BHE90_001672
RTE83862.1	BHE90_001673
RTE83869.1	BHE90_001674
RTE83868.1	BHE90_001675
RTE83867.1	BHE90_001676
RTE83866.1	BHE90_001677
RTE83861.1	BHE90_001678
RTE83860.1	BHE90_001679
RTE83774.1	BHE90_001680
RTE83775.1	BHE90_001681
RTE83772.1	BHE90_001682
RTE83773.1	BHE90_001683
RTE83776.1	BHE90_001684
RTE77502.1	BHE90_008006
RTE77501.1	BHE90_008007
RTE77504.1	BHE90_008008
RTE77503.1	BHE90_008009
RTE77483.1	BHE90_008010
RTE77484.1	BHE90_008011
RTE77485.1	BHE90_008012
RTE77486.1	BHE90_008013
RTE77480.1	BHE90_008014
RTE77481.1	BHE90_008015
RTE77482.1	BHE90_008016
RTE77498.1	BHE90_008017
RTE77487.1	BHE90_008018
RTE77488.1	BHE90_008019
RTE77512.1	BHE90_008020
RTE77511.1	BHE90_008021
RTE77514.1	BHE90_008022
RTE77513.1	BHE90_008023
RTE77508.1	BHE90_008024
RTE77507.1	BHE90_008025
RTE77510.1	BHE90_008026
RTE77509.1	BHE90_008027
RTE77506.1	BHE90_008028
RTE77505.1	BHE90_008029
RTE77491.1	BHE90_008030
RTE77492.1	BHE90_008031
RTE77489.1	BHE90_008032
RTE77490.1	BHE90_008033
RTE77495.1	BHE90_008034
RTE77496.1	BHE90_008035
RTE77493.1	BHE90_008036
RTE77494.1	BHE90_008037
RTE77497.1	BHE90_008038
RTE77500.1	BHE90_008039
RTE77499.1	BHE90_008040
RTE77479.1	BHE90_008041
RTE68076.1	BHE90_017547
RTE68074.1	BHE90_017548
RTE68075.1	BHE90_017549
RTE68073.1	BHE90_017550
RTE68072.1	BHE90_017551
RTE68071.1	BHE90_017552
RTE77469.1	BHE90_008042
RTE77447.1	BHE90_008043
RTE77446.1	BHE90_008044
RTE77445.1	BHE90_008045
RTE77444.1	BHE90_008046
RTE77459.1	BHE90_008047
RTE77443.1	BHE90_008048
RTE77440.1	BHE90_008049
RTE77471.1	BHE90_008050
RTE77472.1	BHE90_008051
RTE77473.1	BHE90_008052
RTE77474.1	BHE90_008053
RTE77475.1	BHE90_008054
RTE77476.1	BHE90_008055
RTE77477.1	BHE90_008056
RTE77478.1	BHE90_008057
RTE77460.1	BHE90_008058
RTE77461.1	BHE90_008059
RTE77453.1	BHE90_008060
RTE77452.1	BHE90_008061
RTE77455.1	BHE90_008062
RTE77454.1	BHE90_008063
RTE77456.1	BHE90_008064
RTE77462.1	BHE90_008065
RTE77458.1	BHE90_008066
RTE77457.1	BHE90_008067
RTE77442.1	BHE90_008068
RTE77441.1	BHE90_008069
RTE77467.1	BHE90_008070
RTE77468.1	BHE90_008071
RTE77465.1	BHE90_008072
RTE77466.1	BHE90_008073
RTE77448.1	BHE90_008074
RTE77449.1	BHE90_008075
RTE77463.1	BHE90_008076
RTE77464.1	BHE90_008077
RTE77450.1	BHE90_008078
RTE77451.1	BHE90_008079
RTE77470.1	BHE90_008080
RTE68070.1	BHE90_017553
RTE68069.1	BHE90_017554
RTE68068.1	BHE90_017555
RTE68067.1	BHE90_017556
RTE68066.1	BHE90_017557
RTE68065.1	BHE90_017558
RTE68064.1	BHE90_017559
RTE77439.1	BHE90_008081
RTE77422.1	BHE90_008082
RTE77438.1	BHE90_008083
RTE77437.1	BHE90_008084
RTE77436.1	BHE90_008085
RTE77433.1	BHE90_008086
RTE77435.1	BHE90_008087
RTE77432.1	BHE90_008088
RTE77434.1	BHE90_008089
RTE77418.1	BHE90_008090
RTE77419.1	BHE90_008091
RTE77420.1	BHE90_008092
RTE77421.1	BHE90_008093
RTE77414.1	BHE90_008094
RTE77415.1	BHE90_008095
RTE77416.1	BHE90_008096
RTE77417.1	BHE90_008097
RTE77412.1	BHE90_008098
RTE77413.1	BHE90_008099
RTE77430.1	BHE90_008100
RTE77431.1	BHE90_008101
RTE77411.1	BHE90_008102
RTE77429.1	BHE90_008103
RTE77427.1	BHE90_008104
RTE77428.1	BHE90_008105
RTE77425.1	BHE90_008106
RTE77426.1	BHE90_008107
RTE77423.1	BHE90_008108
RTE77424.1	BHE90_008109
RTE77410.1	BHE90_008110
RTE68063.1	BHE90_017560
RTE68062.1	BHE90_017561
RTE68061.1	BHE90_017562
RTE68059.1	BHE90_017563
RTE68060.1	BHE90_017564
RTE68058.1	BHE90_017565
RTE77399.1	BHE90_008111
RTE77394.1	BHE90_008112
RTE77393.1	BHE90_008113
RTE77396.1	BHE90_008114
RTE77395.1	BHE90_008115
RTE77398.1	BHE90_008116
RTE77397.1	BHE90_008117
RTE77392.1	BHE90_008118
RTE77391.1	BHE90_008119
RTE77400.1	BHE90_008120
RTE77401.1	BHE90_008121
RTE77402.1	BHE90_008122
RTE77403.1	BHE90_008123
RTE77404.1	BHE90_008124
RTE77405.1	BHE90_008125
RTE77406.1	BHE90_008126
RTE77407.1	BHE90_008127
RTE77408.1	BHE90_008128
RTE77409.1	BHE90_008129
RTE77390.1	BHE90_008130
RTE77389.1	BHE90_008131
RTE77388.1	BHE90_008132
RTE77386.1	BHE90_008133
RTE77387.1	BHE90_008134
RTE68057.1	BHE90_017566
RTE68056.1	BHE90_017567
RTE68055.1	BHE90_017568
RTE77355.1	BHE90_008135
RTE77354.1	BHE90_008136
RTE77353.1	BHE90_008137
RTE77352.1	BHE90_008138
RTE77342.1	BHE90_008139
RTE77379.1	BHE90_008140
RTE77380.1	BHE90_008141
RTE77377.1	BHE90_008142
RTE77378.1	BHE90_008143
RTE77383.1	BHE90_008144
RTE77384.1	BHE90_008145
RTE77381.1	BHE90_008146
RTE77382.1	BHE90_008147
RTE77375.1	BHE90_008148
RTE77376.1	BHE90_008149
RTE77385.1	BHE90_008150
RTE77360.1	BHE90_008151
RTE77362.1	BHE90_008152
RTE77361.1	BHE90_008153
RTE77357.1	BHE90_008154
RTE77356.1	BHE90_008155
RTE77359.1	BHE90_008156
RTE77358.1	BHE90_008157
RTE77364.1	BHE90_008158
RTE77363.1	BHE90_008159
RTE77371.1	BHE90_008160
RTE77374.1	BHE90_008161
RTE77372.1	BHE90_008162
RTE77373.1	BHE90_008163
RTE77367.1	BHE90_008164
RTE77368.1	BHE90_008165
RTE77369.1	BHE90_008166
RTE77370.1	BHE90_008167
RTE77365.1	BHE90_008168
RTE77366.1	BHE90_008169
RTE77351.1	BHE90_008170
RTE77350.1	BHE90_008171
RTE77349.1	BHE90_008172
RTE77348.1	BHE90_008173
RTE77347.1	BHE90_008174
RTE77346.1	BHE90_008175
RTE77345.1	BHE90_008176
RTE77344.1	BHE90_008177
RTE77343.1	BHE90_008178
RTE68054.1	BHE90_017569
RTE68053.1	BHE90_017570
RTE68052.1	BHE90_017571
RTE68051.1	BHE90_017572
RTE68050.1	BHE90_017573
RTE68049.1	BHE90_017574
RTE77328.1	BHE90_008179
RTE77333.1	BHE90_008180
RTE77334.1	BHE90_008181
RTE77331.1	BHE90_008182
RTE77332.1	BHE90_008183
RTE77306.1	BHE90_008184
RTE77307.1	BHE90_008185
RTE77329.1	BHE90_008186
RTE77330.1	BHE90_008187
RTE77308.1	BHE90_008188
RTE77327.1	BHE90_008189
RTE77341.1	BHE90_008190
RTE77309.1	BHE90_008191
RTE77311.1	BHE90_008192
RTE77310.1	BHE90_008193
RTE77313.1	BHE90_008194
RTE77312.1	BHE90_008195
RTE77315.1	BHE90_008196
RTE77314.1	BHE90_008197
RTE77317.1	BHE90_008198
RTE77316.1	BHE90_008199
